BBL,borough,zip5,median_household_income,res_unit,eviction_count,hpd_2025_habitability_count,hpd_2025_strict_count,vacate_count,litigation_count,is_aep,lien_amount,water,C,I,dob_violations,winner_score,baseline_score
1012220049,MN,10025,109195.0,8.0,0.0,0.0,0.0,0.0,0.0,False,22339.0,204401.61,24.0,7.0,221.0,137.3,164.4
3028350036,BK,11222,123963.0,6.0,0.0,0.0,0.0,0.0,0.0,False,22046.0,8538.66,57.0,0.0,304.0,166.2,250.52
3013920034,BK,11237,82570.0,8.0,0.0,0.0,0.0,0.0,0.0,False,21860.0,0.0,180.0,0.0,162.0,147.9,295.2
3004490010,BK,11231,138485.0,5.0,0.0,0.0,0.0,0.0,0.0,False,21059.0,45472.51,78.0,96.0,332.0,138.8,240.11
3025330018,BK,11222,123963.0,6.0,0.0,0.0,0.0,0.0,0.0,False,20767.0,55867.83,69.0,10.0,120.0,81.4,180.36
1008470016,MN,10003,153750.0,11.0,0.0,0.0,0.0,0.0,0.0,False,20714.0,0.0,0.0,2.0,521.0,181.4,214.72
3033260007,BK,11237,82570.0,8.0,0.0,0.0,0.0,0.0,0.0,False,20456.0,0.0,207.0,0.0,2.0,27.1,616.0
3024460072,BK,11211,105183.0,8.0,0.0,0.0,0.0,0.0,0.0,False,20426.0,0.0,7.0,0.0,101.0,55.4,162.0
1019600039,MN,10030,42738.0,7.0,0.0,0.0,0.0,0.0,0.0,False,20361.0,3368.41,27.0,205.0,214.0,93.3,155.66
3032900026,BK,11237,82570.0,6.0,0.0,0.0,0.0,0.0,0.0,False,20040.0,137457.48,84.0,9.0,261.0,165.1,203.63
3012060050,BK,11216,95000.0,6.0,0.0,0.0,0.0,0.0,0.0,False,19968.0,8181.25,85.0,1.0,328.0,129.0,439.38
3040800036,BK,11208,59988.0,6.0,0.0,0.0,0.0,0.0,0.0,False,19818.0,17129.260000000002,223.0,84.0,243.0,167.1,264.41
3020890006,BK,11205,86753.0,9.0,0.0,0.0,0.0,0.0,0.0,False,19775.0,23994.95,8.0,205.0,383.0,149.0,242.21
3019270039,BK,11205,86753.0,6.0,0.0,0.0,0.0,0.0,0.0,False,19145.0,6953.4,83.0,75.0,52.0,160.6,192.8
1004277507,MN,10002,46525.0,11.0,0.0,0.0,0.0,0.0,0.0,False,18518.0,1928604.2,0.0,0.0,0.0,63.3,1204.91
3007410037,BK,11220,64201.0,5.0,0.0,0.0,0.0,0.0,0.0,False,18172.0,1516195.82,12.0,205.0,30.0,102.3,2603.4
3046370018,BK,11203,68028.0,6.0,0.0,0.0,0.0,0.0,0.0,False,17664.0,1076666.16,26.0,205.0,26.0,111.4,460.93
2050960004,BX,10458,42107.0,6.0,0.0,0.0,0.0,0.0,0.0,False,17596.0,5960.7699999999995,141.0,0.0,2.0,127.0,284.04
3007580050,BK,11220,64201.0,6.0,0.0,0.0,0.0,0.0,0.0,False,17576.0,20867.18,15.0,74.0,150.0,68.9,169.4
3009510034,BK,11217,158314.0,5.0,0.0,0.0,0.0,0.0,0.0,False,17568.0,10155.81,26.0,205.0,244.0,131.4,328.46
2040460021,BX,10462,63460.0,5.0,0.0,0.0,0.0,0.0,0.0,False,17436.0,13552.87,30.0,72.0,117.0,60.2,159.16
1011960026,MN,10024,182614.0,9.0,0.0,0.0,0.0,0.0,0.0,False,16851.0,227563.13,0.0,76.0,315.0,165.9,276.44
3032460039,BK,11237,82570.0,6.0,0.0,0.0,0.0,0.0,0.0,False,16355.0,81641.55,86.0,3.0,32.0,130.0,714.12
1004780014,MN,10012,130938.0,10.0,0.0,0.0,0.0,0.0,0.0,False,15886.0,222868.7,121.0,21.0,42.0,103.5,245.42
3032710004,BK,11237,82570.0,6.0,0.0,0.0,0.0,0.0,0.0,False,15881.0,9962.59,316.0,0.0,92.0,163.0,799.22
4036880012,QN,11385,87365.0,6.0,0.0,0.0,0.0,0.0,0.0,False,15784.0,131857.08,28.0,205.0,397.0,163.8,216.3
3032180011,BK,11221,85122.0,5.0,0.0,0.0,0.0,0.0,0.0,False,15293.0,72661.38,47.0,145.0,501.0,171.4,170.2
3059810059,BK,11209,92656.0,6.0,0.0,0.0,0.0,0.0,0.0,False,15114.0,65514.26,337.0,0.0,143.0,156.2,379.46
3011080004,BK,11215,180773.0,8.0,0.0,0.0,0.0,0.0,0.0,False,14705.0,101202.74,160.0,3.0,65.0,155.4,166.45
3040330038,BK,11208,59988.0,5.0,0.0,0.0,0.0,0.0,0.0,False,14561.0,16955.29,214.0,4.0,22.0,158.1,163.59
3014870019,BK,11221,85122.0,6.0,0.0,0.0,0.0,0.0,0.0,False,14315.0,187444.08000000002,58.0,3.0,265.0,163.3,402.18
3070010009,BK,11224,41449.0,5.0,0.0,0.0,0.0,0.0,0.0,False,14162.0,10775.68,32.0,7.0,0.0,24.8,159.05
